"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Niger","2014","All genders","Not applicable","Number","6.28728"
"Niger","2013","Male","Not applicable","Number","13.06547"
"Niger","2013","All genders","Not applicable","Number","11.06906"
"Niger","2013","Female","Not applicable","Number","9.09958"
"Niger","2012","Male","Not applicable","Number","12.823"
"Niger","2012","Female","Not applicable","Number","8.65146"
"Niger","2012","All genders","Not applicable","Number","10.72012"
"Niger","2009","Male","Not applicable","Number","5.30367"
"Niger","2009","All genders","Not applicable","Number","4.06244"
"Niger","2009","Female","Not applicable","Number","2.84794"
"Nigeria","2009","Male","Not applicable","Number","44.684"
"Nigeria","2009","Female","Not applicable","Number","39.02515"
"Nigeria","2009","All genders","Not applicable","Number","41.92243"
"Nigeria","2008","Male","Not applicable","Number","40.97409"
"Nigeria","2008","All genders","Not applicable","Number","38.08487"
"Nigeria","2008","Female","Not applicable","Number","35.05571"
"Nigeria","2007","Male","Not applicable","Number","30.87072"
"Nigeria","2007","Female","Not applicable","Number","25.4829"
"Nigeria","2007","All genders","Not applicable","Number","28.23966"
"Nigeria","2006","Male","Not applicable","Number","37.06624"
"Nigeria","2006","All genders","Not applicable","Number","34.42752"
"Nigeria","2006","Female","Not applicable","Number","31.66464"
"Norway","2014","Female","Not applicable","Number","101.10504"
"Norway","2014","Male","Not applicable","Number","99.49208"
"Norway","2014","All genders","Not applicable","Number","100.27401"
"Norway","2013","Male","Not applicable","Number","102.80014"
"Norway","2013","All genders","Not applicable","Number","103.7354"
"Norway","2013","Female","Not applicable","Number","104.72969"
"Occupied Palestinian Territory","2014","All genders","Not applicable","Number","71.53946"
"Occupied Palestinian Territory","2014","Female","Not applicable","Number","79.66131"
"Occupied Palestinian Territory","2014","Male","Not applicable","Number","63.73911"
"Occupied Palestinian Territory","2013","Female","Not applicable","Number","81.93043"
"Occupied Palestinian Territory","2013","Male","Not applicable","Number","64.63994"
"Occupied Palestinian Territory","2013","All genders","Not applicable","Number","73.11086"
"Occupied Palestinian Territory","2012","Female","Not applicable","Number","87.23125"
"Occupied Palestinian Territory","2012","Male","Not applicable","Number","73.39853"
"Occupied Palestinian Territory","2012","All genders","Not applicable","Number","80.17556"
"Occupied Palestinian Territory","2011","All genders","Not applicable","Number","85.05622"
"Occupied Palestinian Territory","2011","Female","Not applicable","Number","92.373"
"Occupied Palestinian Territory","2011","Male","Not applicable","Number","78.02843"
"Occupied Palestinian Territory","2010","Male","Not applicable","Number","77.71183"
"Occupied Palestinian Territory","2010","All genders","Not applicable","Number","83.33579"
"Occupied Palestinian Territory","2010","Female","Not applicable","Number","89.19141"
"Occupied Palestinian Territory","2008","Female","Not applicable","Number","92.389"
"Occupied Palestinian Territory","2008","All genders","Not applicable","Number","86.16935"
"Occupied Palestinian Territory","2008","Male","Not applicable","Number","80.19372"
"Occupied Palestinian Territory","2007","Male","Not applicable","Number","84.10162"
"Occupied Palestinian Territory","2007","All genders","Not applicable","Number","89.53259"
"Occupied Palestinian Territory","2007","Female","Not applicable","Number","95.18356"
"Oman","2013","Male","Not applicable","Number","88.557"
"Oman","2013","All genders","Not applicable","Number","95.04024"
"Oman","2013","Female","Not applicable","Number","102.59572"
"Oman","2009","All genders","Not applicable","Number","103.32021"
"Oman","2009","Male","Not applicable","Number","112.05959"
"Oman","2009","Female","Not applicable","Number","95.48065"
"Oman","2008","Male","Not applicable","Number","101.83085"
"Oman","2008","Female","Not applicable","Number","89.4908"
"Oman","2008","All genders","Not applicable","Number","95.39656"
"Oman","2007","Male","Not applicable","Number","172.04949"
"Oman","2007","All genders","Not applicable","Number","94.25607"
"Oman","2007","Female","Not applicable","Number","17.35616"
"Pakistan","2014","All genders","Not applicable","Number","45.32323"
"Pakistan","2014","Male","Not applicable","Number","51.79544"
"Pakistan","2014","Female","Not applicable","Number","38.3199"
"Pakistan","2013","Female","Not applicable","Number","34.09176"
"Pakistan","2013","All genders","Not applicable","Number","40.06408"
"Pakistan","2013","Male","Not applicable","Number","45.60107"
"Pakistan","2012","Male","Not applicable","Number","44.33636"
"Pakistan","2012","All genders","Not applicable","Number","38.5131"
"Pakistan","2012","Female","Not applicable","Number","32.25179"
"Pakistan","2011","Female","Not applicable","Number","31.76668"
"Pakistan","2011","All genders","Not applicable","Number","37.83895"
"Pakistan","2011","Male","Not applicable","Number","43.50483"
"Pakistan","2010","Male","Not applicable","Number","42.50878"
"Pakistan","2010","All genders","Not applicable","Number","36.77714"
"Pakistan","2010","Female","Not applicable","Number","30.65492"
"Pakistan","2009","Female","Not applicable","Number","31.00026"
"Pakistan","2009","All genders","Not applicable","Number","37.48656"
"Pakistan","2009","Male","Not applicable","Number","43.57989"
"Pakistan","2008","Male","Not applicable","Number","45.07807"
"Pakistan","2008","All genders","Not applicable","Number","38.44368"
"Pakistan","2008","Female","Not applicable","Number","31.40499"
"Pakistan","2007","Female","Not applicable","Number","30.72343"
"Pakistan","2007","All genders","Not applicable","Number","37.83151"
"Pakistan","2007","Male","Not applicable","Number","44.55348"
"Palau","2014","Male","Not applicable","Number","105.78512"
"Palau","2014","All genders","Not applicable","Number","105.62771"
"Palau","2014","Female","Not applicable","Number","105.45455"
"Panama","2013","All genders","Not applicable","Number","49.36209"
"Panama","2013","Male","Not applicable","Number","46.37623"
"Panama","2013","Female","Not applicable","Number","52.44932"
"Panama","2011","All genders","Not applicable","Number","57.09249"
"Panama","2011","Female","Not applicable","Number","61.51766"
"Panama","2011","Male","Not applicable","Number","52.81361"
"Panama","2010","All genders","Not applicable","Number","59.12991"
"Panama","2010","Male","Not applicable","Number","55.06774"
"Panama","2010","Female","Not applicable","Number","63.33467"
"Panama","2008","All genders","Not applicable","Number","60.38363"
"Panama","2008","Female","Not applicable","Number","65.95158"
"Panama","2008","Male","Not applicable","Number","55.01021"
"Panama","2007","All genders","Not applicable","Number","56.01574"
"Panama","2007","Male","Not applicable","Number","51.79574"
"Panama","2007","Female","Not applicable","Number","60.39041"
"Panama","2006","Male","Not applicable","Number","48.90411"
"Panama","2006","Female","Not applicable","Number","58.23631"
"Panama","2006","All genders","Not applicable","Number","53.48478"
"Paraguay","2012","Male","Not applicable","Number","71.37093"
"Paraguay","2012","Female","Not applicable","Number","81.31672"
"Paraguay","2012","All genders","Not applicable","Number","76.2461"
"Paraguay","2011","All genders","Not applicable","Number","75.7334"
"Paraguay","2011","Female","Not applicable","Number","79.16871"
"Paraguay","2011","Male","Not applicable","Number","72.4276"
"Paraguay","2010","Male","Not applicable","Number","63.24896"
"Paraguay","2010","Female","Not applicable","Number","69.73245"
"Paraguay","2010","All genders","Not applicable","Number","66.43014"
"Paraguay","2009","Male","Not applicable","Number","64.61599"
"Paraguay","2009","All genders","Not applicable","Number","66.2338"
"Paraguay","2009","Female","Not applicable","Number","67.91153"
"Paraguay","2007","Male","Not applicable","Number","78.67161"
"Paraguay","2007","Female","Not applicable","Number","85.58559"
"Paraguay","2007","All genders","Not applicable","Number","82.0693"
"Paraguay","2005","Male","Not applicable","Number","75.75826"
"Paraguay","2005","All genders","Not applicable","Number","78.40697"
"Paraguay","2005","Female","Not applicable","Number","81.14106"
"Peru","2014","All genders","Not applicable","Number","95.46712"
"Peru","2014","Male","Not applicable","Number","93.19196"
"Peru","2014","Female","Not applicable","Number","97.86861"
"Peru","2013","Female","Not applicable","Number","99.14177"
"Peru","2013","Male","Not applicable","Number","92.33329"
"Peru","2013","All genders","Not applicable","Number","95.64459"
"Peru","2012","All genders","Not applicable","Number","88.41958"
"Peru","2012","Male","Not applicable","Number","86.42642"
"Peru","2012","Female","Not applicable","Number","90.52077"
"Peru","2011","Female","Not applicable","Number","105.93818"
"Peru","2011","Male","Not applicable","Number","103.86064"
"Peru","2011","All genders","Not applicable","Number","104.87367"
"Peru","2010","All genders","Not applicable","Number","74.17691"
"Peru","2010","Male","Not applicable","Number","71.67758"
"Peru","2010","Female","Not applicable","Number","76.79586"
"Peru","2009","Female","Not applicable","Number","79.61412"
"Peru","2009","Male","Not applicable","Number","76.02432"
"Peru","2009","All genders","Not applicable","Number","77.78047"
"Peru","2008","Female","Not applicable","Number","78.6201"
"Peru","2008","All genders","Not applicable","Number","76.98391"
"Peru","2008","Male","Not applicable","Number","75.41156"
"Peru","2006","Female","Not applicable","Number","77.28607"
"Peru","2006","Male","Not applicable","Number","76.37438"
"Peru","2006","All genders","Not applicable","Number","76.82217"
"Philippines","2009","All genders","Not applicable","Number","68.49744"
"Philippines","2009","Male","Not applicable","Number","61.53639"
"Philippines","2009","Female","Not applicable","Number","75.7304"
"Philippines","2007","Female","Not applicable","Number","73.58618"
"Philippines","2007","Male","Not applicable","Number","58.69793"
"Philippines","2007","All genders","Not applicable","Number","65.99765"
"Philippines","2006","All genders","Not applicable","Number","68.00515"
"Philippines","2006","Male","Not applicable","Number","60.43259"
"Philippines","2006","Female","Not applicable","Number","75.89891"
"Poland","2014","Male","Not applicable","Number","94.9721"
"Poland","2014","Female","Not applicable","Number","94.3047"
"Poland","2014","All genders","Not applicable","Number","94.64685"
"Poland","2013","Male","Not applicable","Number","94.51952"
"Poland","2013","All genders","Not applicable","Number","94.3653"
"Poland","2013","Female","Not applicable","Number","94.20323"
"Portugal","2013","Male","Not applicable","Number","114.93353"
"Portugal","2013","Female","Not applicable","Number","110.74212"
"Portugal","2013","All genders","Not applicable","Number","112.85525"
"Puerto Rico","2013","Female","Not applicable","Number","84.05481"
"Puerto Rico","2013","All genders","Not applicable","Number","80.93064"
"Puerto Rico","2013","Male","Not applicable","Number","78.0525"
"Puerto Rico","2012","Female","Not applicable","Number","68.61524"
"Puerto Rico","2012","Male","Not applicable","Number","59.83787"
"Puerto Rico","2012","All genders","Not applicable","Number","64.07197"
"Puerto Rico","2011","Female","Not applicable","Number","74.8444"
"Puerto Rico","2011","All genders","Not applicable","Number","71.59624"
"Puerto Rico","2011","Male","Not applicable","Number","68.52299"
"Puerto Rico","2010","Female","Not applicable","Number","79.09352"
"Puerto Rico","2010","Male","Not applicable","Number","73.78045"
"Puerto Rico","2010","All genders","Not applicable","Number","76.38185"
"Puerto Rico","2009","Female","Not applicable","Number","84.48246"
"Puerto Rico","2009","All genders","Not applicable","Number","83.29899"
"Puerto Rico","2009","Male","Not applicable","Number","82.14512"
"Qatar","2010","Female","Not applicable","Number","106.93218"
"Qatar","2010","Male","Not applicable","Number","126.66095"
"Qatar","2010","All genders","Not applicable","Number","116.14776"
"Qatar","2009","Female","Not applicable","Number","109.47282"
"Qatar","2009","All genders","Not applicable","Number","117.44505"
"Qatar","2009","Male","Not applicable","Number","125.84635"
"Qatar","2008","Female","Not applicable","Number","114.52326"
"Qatar","2008","Male","Not applicable","Number","100.6483"
"Qatar","2008","All genders","Not applicable","Number","107.04581"
"Republic of Korea","2015","Female","Not applicable","Number","102.26526"
"Republic of Korea","2015","All genders","Not applicable","Number","103.01605"
"Republic of Korea","2015","Male","Not applicable","Number","103.70885"
"Romania","2013","Female","Not applicable","Number","84.61342"
"Romania","2013","All genders","Not applicable","Number","83.94616"
"Romania","2013","Male","Not applicable","Number","83.31252"
"Rwanda","2013","Female","Not applicable","Number","33.6832"
"Rwanda","2013","All genders","Not applicable","Number","33.63125"
"Rwanda","2013","Male","Not applicable","Number","33.5787"
"Rwanda","2012","Female","Not applicable","Number","29.8478"
"Rwanda","2012","All genders","Not applicable","Number","30.0799"
"Rwanda","2012","Male","Not applicable","Number","30.31753"
"Rwanda","2011","Female","Not applicable","Number","27.52309"
"Rwanda","2011","Male","Not applicable","Number","31.79354"
"Rwanda","2011","All genders","Not applicable","Number","29.61982"
"Rwanda","2010","Female","Not applicable","Number","28.16999"
"Rwanda","2010","All genders","Not applicable","Number","28.72394"
"Rwanda","2010","Male","Not applicable","Number","29.30754"
"Rwanda","2009","Female","Not applicable","Number","24.26287"
"Rwanda","2009","Male","Not applicable","Number","27.4565"
"Rwanda","2009","All genders","Not applicable","Number","25.81232"
"Saint Kitts and Nevis","2013","Female","Not applicable","Number","95.58824"
"Saint Kitts and Nevis","2013","Male","Not applicable","Number","92.82787"
"Saint Kitts and Nevis","2013","All genders","Not applicable","Number","94.19087"
"Saint Kitts and Nevis","2012","All genders","Not applicable","Number","95.96603"
"Saint Kitts and Nevis","2012","Male","Not applicable","Number","93.27731"
"Saint Kitts and Nevis","2012","Female","Not applicable","Number","98.71245"
"Saint Kitts and Nevis","2011","Female","Not applicable","Number","89.53229"
"Saint Kitts and Nevis","2011","Male","Not applicable","Number","91.54013"
"Saint Kitts and Nevis","2011","All genders","Not applicable","Number","90.54945"
"Saint Kitts and Nevis","2010","Male","Not applicable","Number","97.75281"
"Saint Kitts and Nevis","2010","All genders","Not applicable","Number","99.09194"
"Saint Kitts and Nevis","2010","Female","Not applicable","Number","100.45872"
"Saint Kitts and Nevis","2009","Male","Not applicable","Number","109.04872"
"Saint Kitts and Nevis","2009","Female","Not applicable","Number","110.2381"
"Saint Kitts and Nevis","2009","All genders","Not applicable","Number","109.63572"
"Saint Kitts and Nevis","2008","Male","Not applicable","Number","135.93381"
"Saint Kitts and Nevis","2008","All genders","Not applicable","Number","140.55024"
"Saint Kitts and Nevis","2008","Female","Not applicable","Number","145.27845"
"Saint Kitts and Nevis","2007","Male","Not applicable","Number","104.18605"
"Saint Kitts and Nevis","2007","Female","Not applicable","Number","91.90476"
"Saint Kitts and Nevis","2007","All genders","Not applicable","Number","98.11765"
"Saint Lucia","2014","Male","Not applicable","Number","86.08807"
"Saint Lucia","2014","Female","Not applicable","Number","85.05089"
"Saint Lucia","2014","All genders","Not applicable","Number","85.56865"
"Saint Lucia","2013","Female","Not applicable","Number","85.63327"
"Saint Lucia","2013","All genders","Not applicable","Number","88.71019"
"Saint Lucia","2013","Male","Not applicable","Number","91.79293"
"Saint Lucia","2012","Female","Not applicable","Number","93.05211"
"Saint Lucia","2012","Male","Not applicable","Number","93.49442"
"Saint Lucia","2012","All genders","Not applicable","Number","93.2734"
"Saint Lucia","2011","Female","Not applicable","Number","98.72263"
"Saint Lucia","2011","All genders","Not applicable","Number","103.36364"
"Saint Lucia","2011","Male","Not applicable","Number","107.97101"
"Saint Lucia","2010","Female","Not applicable","Number","110.66111"
"Saint Lucia","2010","Male","Not applicable","Number","119.08127"
"Saint Lucia","2010","All genders","Not applicable","Number","114.89488"
"Saint Lucia","2009","Female","Not applicable","Number","107.70128"
"Saint Lucia","2009","All genders","Not applicable","Number","112.84351"
"Saint Lucia","2009","Male","Not applicable","Number","117.90017"
"Saint Lucia","2008","Male","Not applicable","Number","77.75242"
"Saint Lucia","2008","Female","Not applicable","Number","91.86992"
"Saint Lucia","2008","All genders","Not applicable","Number","84.7482"
"Saint Lucia","2007","All genders","Not applicable","Number","85.17551"
"Saint Lucia","2007","Female","Not applicable","Number","90.60677"
"Saint Lucia","2007","Male","Not applicable","Number","79.80381"
"Saint Vincent and the Grenadines","2013","Male","Not applicable","Number","68.30226"
"Saint Vincent and the Grenadines","2013","Female","Not applicable","Number","88.0402"
"Saint Vincent and the Grenadines","2013","All genders","Not applicable","Number","78.05362"
"Saint Vincent and the Grenadines","2009","Female","Not applicable","Number","113.62346"
"Saint Vincent and the Grenadines","2009","Male","Not applicable","Number","110.84337"
"Saint Vincent and the Grenadines","2009","All genders","Not applicable","Number","112.2191"
"Saint Vincent and the Grenadines","2008","Female","Not applicable","Number","100.56497"
"Saint Vincent and the Grenadines","2008","Male","Not applicable","Number","126.82028"
"Saint Vincent and the Grenadines","2008","All genders","Not applicable","Number","113.83326"
"Samoa","2014","Female","Not applicable","Number","105.92662"
"Samoa","2014","Male","Not applicable","Number","87.95445"
"Samoa","2014","All genders","Not applicable","Number","96.62055"
"Samoa","2010","Male","Not applicable","Number","37.18681"
"Samoa","2010","All genders","Not applicable","Number","43.52129"
"Samoa","2010","Female","Not applicable","Number","50.48309"
"Samoa","2009","Male","Not applicable","Number","48.45406"
"Samoa","2009","Female","Not applicable","Number","63.15534"
"Samoa","2009","All genders","Not applicable","Number","55.45791"
"Sao Tome and Principe","2015","Female","Not applicable","Number","108.15765"
"Sao Tome and Principe","2015","Male","Not applicable","Number","89.88713"
"Sao Tome and Principe","2015","All genders","Not applicable","Number","98.95383"
"Sao Tome and Principe","2014","Male","Not applicable","Number","61.61049"
"Sao Tome and Principe","2014","All genders","Not applicable","Number","69.16726"
"Sao Tome and Principe","2014","Female","Not applicable","Number","76.84261"
"Senegal","2014","Male","Not applicable","Number","26.52798"
"Senegal","2014","All genders","Not applicable","Number","25.45249"
"Senegal","2014","Female","Not applicable","Number","24.3626"
"Serbia","2013","Male","Not applicable","Number","105.97451"
"Serbia","2013","Female","Not applicable","Number","107.42131"
"Serbia","2013","All genders","Not applicable","Number","106.67885"
"Serbia","2012","Female","Not applicable","Number","102.2983"
"Serbia","2012","All genders","Not applicable","Number","101.61948"
"Serbia","2012","Male","Not applicable","Number","100.97705"
"Serbia","2011","Male","Not applicable","Number","100.4735"
"Serbia","2011","Female","Not applicable","Number","101.35578"
"Serbia","2011","All genders","Not applicable","Number","100.90056"
"Serbia","2010","All genders","Not applicable","Number","96.48014"
"Serbia","2010","Female","Not applicable","Number","98.66166"
"Serbia","2010","Male","Not applicable","Number","94.44033"
"Serbia","2009","Male","Not applicable","Number","95.64084"
"Serbia","2009","Female","Not applicable","Number","97.16693"
"Serbia","2009","All genders","Not applicable","Number","96.3833"
"Serbia","2008","All genders","Not applicable","Number","94.54087"
"Serbia","2008","Female","Not applicable","Number","95.95127"
"Serbia","2008","Male","Not applicable","Number","93.20907"
"Serbia","2007","Male","Not applicable","Number","97.6673"
"Serbia","2007","Female","Not applicable","Number","99.13592"
"Serbia","2007","All genders","Not applicable","Number","98.38673"
"Seychelles","2014","Female","Not applicable","Number","115.50633"
"Seychelles","2014","All genders","Not applicable","Number","108.71241"
"Seychelles","2014","Male","Not applicable","Number","102.25564"
"Seychelles","2011","Female","Not applicable","Number","104.56554"
"Seychelles","2011","Male","Not applicable","Number","106.06061"
"Seychelles","2011","All genders","Not applicable","Number","105.33808"
"South Africa","2009","Male","Not applicable","Number","29.49252"
"South Africa","2009","Female","Not applicable","Number","35.73604"
"South Africa","2009","All genders","Not applicable","Number","32.53068"
"Sri Lanka","2013","Male","Not applicable","Number","105.64141"
"Sri Lanka","2013","All genders","Not applicable","Number","107.09655"
"Sri Lanka","2013","Female","Not applicable","Number","108.577"
"Sri Lanka","2012","All genders","Not applicable","Number","92.25674"
"Sri Lanka","2012","Female","Not applicable","Number","94.35178"
"Sri Lanka","2012","Male","Not applicable","Number","90.20413"
"Sri Lanka","2011","All genders","Not applicable","Number","93.25709"
"Sri Lanka","2011","Male","Not applicable","Number","90.7025"
"Sri Lanka","2011","Female","Not applicable","Number","95.86385"
"Sudan","2013","Female","Not applicable","Number","36.79411"
"Sudan","2013","Male","Not applicable","Number","40.03468"
"Sudan","2013","All genders","Not applicable","Number","38.43523"
"Sudan","2012","All genders","Not applicable","Number","38.75157"
"Sudan","2012","Male","Not applicable","Number","40.50712"
"Sudan","2012","Female","Not applicable","Number","36.95086"
"Sudan","2010","Female","Not applicable","Number","0"
"Sudan","2010","Male","Not applicable","Number","0"
"Sudan","2010","All genders","Not applicable","Number","0"
"Suriname","2014","All genders","Not applicable","Number","34.73153"
"Suriname","2013","Male","Not applicable","Number","20.84362"
"Suriname","2013","All genders","Not applicable","Number","29.5414"
"Suriname","2013","Female","Not applicable","Number","38.59499"
"Suriname","2011","Male","Not applicable","Number","21.74479"
"Suriname","2011","Female","Not applicable","Number","32.25515"
"Suriname","2011","All genders","Not applicable","Number","26.89113"
"Suriname","2009","Male","Not applicable","Number","49.45529"
"Suriname","2009","All genders","Not applicable","Number","60.00696"
"Suriname","2009","Female","Not applicable","Number","71.04201"
"Swaziland","2013","Male","Not applicable","Number","31.66889"
"Swaziland","2013","Female","Not applicable","Number","34.17167"
"Swaziland","2013","All genders","Not applicable","Number","32.91403"
"Swaziland","2012","Male","Not applicable","Number","33.82963"
"Swaziland","2012","All genders","Not applicable","Number","34.12848"
"Swaziland","2012","Female","Not applicable","Number","34.43082"
"Swaziland","2011","Male","Not applicable","Number","36.3666"
"Swaziland","2011","Female","Not applicable","Number","38.14487"
"Swaziland","2011","All genders","Not applicable","Number","37.24976"
"Syrian Arab Republic","2013","Female","Not applicable","Number","46.75919"
"Syrian Arab Republic","2013","Male","Not applicable","Number","42.13054"
"Syrian Arab Republic","2013","All genders","Not applicable","Number","44.36768"
"Syrian Arab Republic","2012","Male","Not applicable","Number","66.27357"
"Syrian Arab Republic","2012","All genders","Not applicable","Number","67.65816"
"Syrian Arab Republic","2012","Female","Not applicable","Number","69.13496"
"Syrian Arab Republic","2010","All genders","Not applicable","Number","53.62717"
"Syrian Arab Republic","2010","Female","Not applicable","Number","57.96251"
"Syrian Arab Republic","2010","Male","Not applicable","Number","49.52575"
"Syrian Arab Republic","2009","All genders","Not applicable","Number","50.0847"
"Syrian Arab Republic","2009","Male","Not applicable","Number","46.03221"
"Syrian Arab Republic","2009","Female","Not applicable","Number","54.36903"
"Syrian Arab Republic","2008","All genders","Not applicable","Number","52.03069"
"Syrian Arab Republic","2008","Female","Not applicable","Number","56.44315"
"Syrian Arab Republic","2008","Male","Not applicable","Number","47.8641"
"Syrian Arab Republic","2007","All genders","Not applicable","Number","50.0435"
"Syrian Arab Republic","2007","Male","Not applicable","Number","47.22427"
"Syrian Arab Republic","2007","Female","Not applicable","Number","53.0365"
"Tajikistan","2015","All genders","Not applicable","Number","91.19213"
"Tajikistan","2015","Male","Not applicable","Number","94.02635"
"Tajikistan","2015","Female","Not applicable","Number","88.20989"
"Tajikistan","2014","Female","Not applicable","Number","84.20007"
"Tajikistan","2014","Male","Not applicable","Number","90.63871"
"Tajikistan","2014","All genders","Not applicable","Number","87.50043"
"Tajikistan","2011","Female","Not applicable","Number","91.88612"
"Tajikistan","2011","All genders","Not applicable","Number","97.1434"
"Tajikistan","2011","Male","Not applicable","Number","102.21019"
"Tajikistan","2010","Female","Not applicable","Number","75.80185"
"Tajikistan","2010","Male","Not applicable","Number","85.43336"
"Tajikistan","2010","All genders","Not applicable","Number","80.70557"
"Tajikistan","2009","Female","Not applicable","Number","76.29076"
"Tajikistan","2009","All genders","Not applicable","Number","83.78422"
"Tajikistan","2009","Male","Not applicable","Number","91.03609"
"Tajikistan","2008","Female","Not applicable","Number","79.25187"
"Tajikistan","2008","All genders","Not applicable","Number","86.26282"
"Tajikistan","2008","Male","Not applicable","Number","93.0821"
"Thailand","2014","All genders","Not applicable","Number","86.26456"
"Thailand","2014","Male","Not applicable","Number","87.99663"
"Thailand","2014","Female","Not applicable","Number","84.47752"
"Thailand","2012","All genders","Not applicable","Number","92.69441"
"Thailand","2012","Female","Not applicable","Number","94.8443"
"Thailand","2012","Male","Not applicable","Number","90.60271"
"Thailand","2011","All genders","Not applicable","Number","80.83286"
"Thailand","2011","Male","Not applicable","Number","78.52804"
"Thailand","2011","Female","Not applicable","Number","83.19519"
"Thailand","2010","All genders","Not applicable","Number","82.75634"
"Thailand","2010","Female","Not applicable","Number","86.91166"
"Thailand","2010","Male","Not applicable","Number","78.69311"
"Thailand","2009","All genders","Not applicable","Number","76.27402"
"Thailand","2009","Male","Not applicable","Number","76.7367"
"Thailand","2009","Female","Not applicable","Number","75.80021"
"Thailand","2008","All genders","Not applicable","Number","80.37145"
"Thailand","2008","Female","Not applicable","Number","81.69079"
"Thailand","2008","Male","Not applicable","Number","79.08576"
"Thailand","2007","All genders","Not applicable","Number","90.88455"
"Thailand","2007","Male","Not applicable","Number","89.19342"
"Thailand","2007","Female","Not applicable","Number","92.62495"
"Thailand","2006","All genders","Not applicable","Number","84.65191"
"Thailand","2006","Female","Not applicable","Number","86.58191"
"Thailand","2006","Male","Not applicable","Number","82.78332"
"The former Yugoslav Republic of Macedonia","2013","Male","Not applicable","Number","86.31269"
"The former Yugoslav Republic of Macedonia","2013","Female","Not applicable","Number","84.51584"
"The former Yugoslav Republic of Macedonia","2013","All genders","Not applicable","Number","85.43497"
"Timor-Leste","2010","Female","Not applicable","Number","78.07465"
"Timor-Leste","2010","All genders","Not applicable","Number","77.01191"
"Timor-Leste","2010","Male","Not applicable","Number","75.99306"
"Timor-Leste","2009","All genders","Not applicable","Number","56.11332"
"Timor-Leste","2009","Male","Not applicable","Number","55.75255"
"Timor-Leste","2009","Female","Not applicable","Number","56.4872"
"Timor-Leste","2008","Female","Not applicable","Number","49.06684"
"Timor-Leste","2008","Male","Not applicable","Number","54.34648"
"Timor-Leste","2008","All genders","Not applicable","Number","51.74729"
"Togo","2014","Male","Not applicable","Number","38.5453"
"Togo","2014","All genders","Not applicable","Number","30.31574"
"Togo","2014","Female","Not applicable","Number","22.04613"
"Togo","2013","Female","Not applicable","Number","19.47748"
"Togo","2013","Male","Not applicable","Number","38.1782"
"Togo","2013","All genders","Not applicable","Number","28.84718"
"Tunisia","2014","Male","Not applicable","Number","3.9946"
"Tunisia","2014","All genders","Not applicable","Number","2.68715"
"Tunisia","2014","Female","Not applicable","Number","1.31143"
"Tunisia","2013","All genders","Not applicable","Number","66.9209"
"Tunisia","2013","Female","Not applicable","Number","75.41927"
"Tunisia","2013","Male","Not applicable","Number","58.8298"
"Tunisia","2010","All genders","Not applicable","Number","58.20926"
"Tunisia","2010","Male","Not applicable","Number","50.55409"
"Tunisia","2010","Female","Not applicable","Number","66.29053"
"Tunisia","2008","All genders","Not applicable","Number","56.11192"
"Tunisia","2008","Female","Not applicable","Number","65.97474"
"Tunisia","2008","Male","Not applicable","Number","46.7527"
"Turkey","2014","Male","Not applicable","Number","96.13886"
"Turkey","2014","Female","Not applicable","Number","93.89848"
"Turkey","2014","All genders","Not applicable","Number","95.03962"
"Turkey","2013","All genders","Not applicable","Number","96.32591"
"Turkey","2013","Female","Not applicable","Number","95.88661"
"Turkey","2013","Male","Not applicable","Number","96.74947"
"Tuvalu","2014","Male","Not applicable","Number","11.81818"
"Tuvalu","2014","Female","Not applicable","Number","44"
"Tuvalu","2014","All genders","Not applicable","Number","27.14286"
"Ukraine","2014","All genders","Not applicable","Number","102.14614"
"Ukraine","2013","All genders","Not applicable","Number","104.10759"
"Ukraine","2012","All genders","Not applicable","Number","107.88791"
"Ukraine","2011","All genders","Not applicable","Number","121.29229"
"Ukraine","2010","All genders","Not applicable","Number","64.37909"
"Ukraine","2009","All genders","Not applicable","Number","105.80483"
"Ukraine","2008","All genders","Not applicable","Number","103.20509"
"Ukraine","2007","All genders","Not applicable","Number","103.72361"
"Uruguay","2013","All genders","Not applicable","Number","59.38237"
"Uruguay","2013","Female","Not applicable","Number","66.39509"
"Uruguay","2013","Male","Not applicable","Number","52.61779"
"Uruguay","2010","All genders","Not applicable","Number","78.9148"
"Uruguay","2010","Male","Not applicable","Number","73.11286"
"Uruguay","2010","Female","Not applicable","Number","84.9457"
"Uruguay","2008","All genders","Not applicable","Number","85.95916"
"Uruguay","2008","Female","Not applicable","Number","90.13968"
"Uruguay","2008","Male","Not applicable","Number","81.93673"
"Uruguay","2007","All genders","Not applicable","Number","90.56211"
"Uruguay","2007","Male","Not applicable","Number","88.49987"
"Uruguay","2007","Female","Not applicable","Number","92.70411"
"Uruguay","2006","All genders","Not applicable","Number","96.05406"
"Uruguay","2006","Female","Not applicable","Number","94.50844"
"Uruguay","2006","Male","Not applicable","Number","97.54228"
"Uruguay","2005","All genders","Not applicable","Number","96.66679"
"Uruguay","2005","Male","Not applicable","Number","89.4368"
"Uruguay","2005","Female","Not applicable","Number","104.18096"
"Uzbekistan","2011","Female","Not applicable","Number","101.23626"
"Uzbekistan","2011","Male","Not applicable","Number","103.88208"
"Uzbekistan","2011","All genders","Not applicable","Number","102.59015"
"Uzbekistan","2010","Female","Not applicable","Number","98.42995"
